PARNAZ;PARNIDK;VYSNAZORI;VYSDRUKOD;DRUHODKOD;VYSBOD;VYSKBO;VYSPDL;VYSPDLBOD;VYSPDLKBO;VYSIDKPER;VYSNIDK;VYSWEBURL;DOKNAZPRI;CR_OBRKOD;RVVOBRSKUK;DUVHODPOP;VYSAUTGARJ;AUTSEZDOM;VYSNAVSEZ;VYRROZKODN;VYSROKUPLK
Vysok· ökola ekonomick· v Praze / Fakulta mezin·rodnÌch vztah˘;orjk:31120;Product placement a jeho vzùah k sponzorstvu v online videu;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31120/10:00037687!RIV12-MSM-31120___;RLJ0VbzY4jtWQL3AA3tugmcq788=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31120%2F10%3A00037687!RIV12-MSM-31120___;MERK⁄R 2010. V˝sledky vedeckej pr·ce mlad˝ch vedeck˝ch pracovnÌkov;AG;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Sedl·Ëek, V·clav;Sedl·Ëek, V·clav;S;0;2010
Vysok· ökola ekonomick· v Praze / Fakulta financÌ a ˙ËetnictvÌ;orjk:31110;Produktivita a vzdÏlanost v post-sovÏtsk˝ch ekonomik·ch;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31110/10:00035280!RIV11-MSM-31110___;FHbYS1dLjbRrwXKPoekTUh1VNco=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31110%2F10%3A00035280!RIV11-MSM-31110___;Hodnota duöevnej pr·ce pro organiz·ciu a spoloËnost';AH;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;KubÌk, Rudolf;KubÌk, Rudolf;S;0;2010
Vysok· ökola ekonomick· v Praze / Fakulta financÌ a ˙ËetnictvÌ;orjk:31110;Professional Qualification of Accountants in Czech Republic and Estonia: Are Their Certification Schemes Really Different?;D;neu;0,00;0,00;0,67;0,00;0,00;RIV/61384399:31110/10:00035040!RIV11-MSM-31110___;BMxwmYBySj.4zxG9qS32GcNCdJg=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31110%2F10%3A00035040!RIV11-MSM-31110___;Selected Topics in Economy & Management Transformation - Valume II;AH;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Strouhal, Ji¯Ì;Strouhal, Ji¯Ì;Z(MSM6138439903);0;2010
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;PrognÛza lidskÈho kapit·lu obyvatelstva »eskÈ republiky do roku 2050;J;Jrec;4,00;4,32;0,75;3,00;3,24;RIV/61384399:31140/10:00034866!RIV11-MSM-31140___;XTvgjnS.!Q+u9zI!Vo!4pUsABxs=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F10%3A00034866!RIV11-MSM-31140___;Demografie;AO;1;"J_neimp Ël·nek v recenzovanÈm Ëasopise, datab·ze ""Seznam recenzovan˝ch periodik"", II. kategorie (ostatnÌ obory)";Langhamrov·, Jitka;"Langhamrov·, Jitka; Fiala, Tom·ö; KaËerov·, Eva";P(2D06026);0;2010
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;PrognÛza mzdovÈho rozdÏlenÌ v »R v roce 2011;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31140/10:00035250!RIV11-MSM-31140___;YRrIoIr1D2oh+i576n!CZ4Bdf3k=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F10%3A00035250!RIV11-MSM-31140___;NovÈ trendy - NovÈ n·pady 2010;BB;3;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Marek, Luboö;"Marek, Luboö; Vrabec, Michal";Z(MSM6138439910);0;2010
Vysok· ökola ekonomick· v Praze / Fakulta financÌ a ˙ËetnictvÌ;orjk:31110;Progress of the tertiary education in the Czech Republik;D;neu;0,00;0,00;0,33;0,00;0,00;RIV/61384399:31110/10:00035134!RIV11-MSM-31110___;tyfhDy+asQDX6HN0HJr7uoAyAL0=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31110%2F10%3A00035134!RIV11-MSM-31110___;Statistical Days - StatistiËni dnevi;AM;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Finardi, Savina;Finardi, Savina;S, Z(MSM6138439910);0;2010
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;Progress of the tertiary education in the Czech Republik;D;neu;0,00;0,00;0,67;0,00;0,00;RIV/61384399:31140/10:00035134!RIV11-MSM-31140___;tyfhDy+asQDX6HN0HJr7uoAyAL0=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F10%3A00035134!RIV11-MSM-31140___;Statistical Days - StatistiËni dnevi;AM;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Finardi, S.;"Fischer, Jakub; Mazouch, Petr";S, Z(MSM6138439910);0;2010
Vysok· ökola ekonomick· v Praze / Fakulta financÌ a ˙ËetnictvÌ;orjk:31110;Progression of Financial Reporting in Czech Republic and its Regulation;J;Jrec;4,00;4,32;1,00;4,00;4,32;RIV/61384399:31110/10:00035690!RIV11-MSM-31110___;Xdp5VbGWV5SyL+G7jfdSuBp1xdY=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31110%2F10%3A00035690!RIV11-MSM-31110___;European Financial and Accounting Journal;AH;1;"J_neimp Ël·nek v recenzovanÈm Ëasopise, datab·ze ""Seznam recenzovan˝ch periodik"", II. kategorie (ostatnÌ obory)";Iötv·nfyov·, Jana;"Iötv·nfyov·, Jana; MejzlÌk, Ladislav; Pel·k, Ji¯Ì";Z(MSM6138439903);0;2010
Vysok· ökola ekonomick· v Praze / Fakulta financÌ a ˙ËetnictvÌ;orjk:31110;Projekt IGA na tÈma ZkvalitÚov·nÌ ekonomickÈho vzdÏl·v·nÌ se zamÏ¯enÌm na vyööÌ odbornÈ ökoly;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31110/10:00035872!RIV11-MSM-31110___;Ub69RmIi1RGb!1v-BX!cAUcq1FU=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31110%2F10%3A00035872!RIV11-MSM-31110___;PostavenÌ vyööÌch odborn˝ch ökol ekonomickÈho zamÏ¯enÌ v terci·rnÌm vzdÏl·v·nÌ;AM;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Asztalos, Ond¯ej;Asztalos, Ond¯ej;S;0;2010
Vysok· ökola ekonomick· v Praze / Fakulta podnikohospod·¯sk·;orjk:31130;ProjektovÈ ¯ÌzenÌ v projektech struktur·lnÌch fond˘: Jak je hodnocena dobr· praxe;D;neu;0,00;0,00;0,67;0,00;0,00;RIV/61384399:31130/10:00034066!RIV11-MSM-31130___;D!cwYCKW55gfezVzDFzJUP2JTvQ=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31130%2F10%3A00034066!RIV11-MSM-31130___;Projektov˝ management 2010;AE;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;KaËÌn, Radovan;KaËÌn, Radovan;I;0;2010
Vysok· ökola ekonomick· v Praze / Fakulta n·rodohospod·¯sk·;orjk:31150;Prolegomena ke studiu spolkovÈ Ëinnosti zemÏdÏlc˘;C;BC;40,00;44,32;0,06;2,30;2,55;RIV/61384399:31150/10:00035759!RIV11-MSM-31150___;xQwZ17p6!cAx2GsswPS+IEsJ2BA=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31150%2F10%3A00035759!RIV11-MSM-31150___;Agr·rnÌ strana a jejÌ z·jmovÈ, druûstevnÌ a penÏûnÌ organizace;AB;10;kniha v oborech I. kategorie (obory NRRE);Doleûalov·, Antonie;Doleûalov·, Antonie;I;0;2010
Vysok· ökola ekonomick· v Praze / Fakulta podnikohospod·¯sk·;orjk:31130;ProlÌn·nÌ krizov˝ch a pokrizov˝ch opat¯enÌ v oblasti HR;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31130/10:00035542!RIV11-MSM-31130___;9ruJfSgQMTDP5mIib.4i2Yu-TTY=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31130%2F10%3A00035542!RIV11-MSM-31130___;Jak d·l po krizi;AE;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;NÏmec, Otakar;NÏmec, Otakar;Z(MSM6138439905);0;2010
Vysok· ökola ekonomick· v Praze / Fakulta financÌ a ˙ËetnictvÌ;orjk:31110;Property Tax as a Key Tool for Fiscal Decetralization: Unfulfilled Expectations in Central and Eastern European Countries;C;BC;40,00;43,20;0,05;1,80;1,94;RIV/61384399:31110/10:00034835!RIV11-GA0-31110___;w.S2LNpbWmWR2V2F8WfT7bCT8tc=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31110%2F10%3A00034835!RIV11-GA0-31110___;Property Tax in Economies in Transition:Selected Case Studies;AH;1;"kniha v oborech II. kategorie (obory mimo NRRE) napsan· ve ""svÏtovÈm jazyce""";Sedmihradsk·, Lucie;Sedmihradsk·, Lucie;P(GA402/09/0283);0;2010
Vysok· ökola ekonomick· v Praze / Fakulta financÌ a ˙ËetnictvÌ;orjk:31110;Property Tax in the Czech Republic;C;BC;40,00;43,20;0,08;3,33;3,60;RIV/61384399:31110/10:00034836!RIV11-GA0-31110___;k3vWj4r0is58rDyh2M0DvwHQqjI=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31110%2F10%3A00034836!RIV11-GA0-31110___;Property Tax in Economies in Transition:Selected Case Studies;AH;1;"kniha v oborech II. kategorie (obory mimo NRRE) napsan· ve ""svÏtovÈm jazyce""";Sedmihradsk·, Lucie;Sedmihradsk·, Lucie;P(GA402/09/0283);0;2010
Vysok· ökola ekonomick· v Praze / Fakulta n·rodohospod·¯sk·;orjk:31150;Prospective Future Trends in Urban-Rural Relationships within Territorial Agenda of the EU: A critical Analysis of Implementation with a Special Focus on the Example of the Czech Republic;J;Jimp;14,99;16,19;0,86;12,85;13,88;RIV/61384399:31150/10:00035651!RIV11-GA0-31150___;VmtHx4TgvHIf1-3EIbqUI!bqsT8=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31150%2F10%3A00035651!RIV11-GA0-31150___;European Planning Studies;AE;1;J_imp Ël·nek v impaktovanÈm Ëasopise;Wokoun, RenÈ;"Wokoun, RenÈ; Kou¯ilov·, Jana; PÏlucha, Martin";P(GA402/09/0179);0;2010
Vysok· ökola ekonomick· v Praze / Fakulta managementu v Jind¯ichovÏ Hradci;orjk:31160;Prost¯edÌ pro simulaci pracovnÌho trhu;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31160/10:00036153!RIV11-MSM-31160___;h9FwaXGUy!RLWhf.NyM2NX9Gp2c=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31160%2F10%3A00036153!RIV11-MSM-31160___;Znalosti 2010;JC;2;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;JelÌnek, Ji¯Ì;JelÌnek, Ji¯Ì;I;0;2010
Vysok· ökola ekonomick· v Praze / Fakulta n·rodohospod·¯sk·;orjk:31150;Protestantsk· etika a duch kapitalismu;J;Jimp;22,86;24,69;0,50;11,43;12,34;RIV/61384399:31150/10:00035666!RIV11-GA0-31150___;B6bWE9Gdd3AyUEKzVxK7xrX-2kY=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31150%2F10%3A00035666!RIV11-GA0-31150___;Politick· ekonomie;AH;1;J_imp Ël·nek v impaktovanÈm Ëasopise;Louûek, Marek;Louûek, Marek;P(GA402/07/0165), S, V;0;2010
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;ProvÏ¯ov·nÌ podnikovÈ architektury;J;Jrec;4,00;4,04;1,00;4,00;4,04;RIV/61384399:31140/10:00034445!RIV11-GA0-31140___;i66vYJa+1SRqzw8!cY6HzFTT21Y=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F10%3A00034445!RIV11-GA0-31140___;SystÈmov· integrace;IN;3;"J_neimp Ël·nek v recenzovanÈm Ëasopise, datab·ze ""Seznam recenzovan˝ch periodik"", II. kategorie (ostatnÌ obory)";G·la, Libor;G·la, Libor;P(GAP403/10/0303);0;2010
Vysok· ökola ekonomick· v Praze / Fakulta mezin·rodnÌch vztah˘;orjk:31120;Pr˘bÏh vyjedn·v·nÌ o post-kjÛtskÈm reûimu;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31120/10:00036382!RIV11-MSM-31120___;G-h5C90NIXVft+h3UFmeH4c-Gqc=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31120%2F10%3A00036382!RIV11-MSM-31120___;Medzin·rodnÈ vzùahy 2010. Aktu·lne ot·zky svetovej ekonomiky a politiky;AH;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Sudliankou, Aliaksandr;Sudliankou, Aliaksandr;S;0;2010
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;Pr˘zkum studijnÌch p¯edpoklad˘ student˘ p¯ijat˝ch ve ökolnÌm roce 2009/2010 ke studiu na FIS VäE v Praze;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31140/10:00034485!RIV11-GA0-31140___;raj-X-QfbV-9DmYU+s+k.Xi4RQM=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F10%3A00034485!RIV11-GA0-31140___;Informatika XXIII/2010;AH;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Nedomov·, Lea;Nedomov·, Lea;P(GA402/09/0385);0;2010
Vysok· ökola ekonomick· v Praze / Fakulta podnikohospod·¯sk·;orjk:31130;Public Private Partnership, Net Effects and Risk-The Challenge for Valuation and The Decision Making Process;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31130/10:00035704!RIV11-MD0-31130___;WDa8EABVUK+hv58kNiADx1cUVfI=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31130%2F10%3A00035704!RIV11-MD0-31130___;Marketing and Management Sciences, Proceedings of the International Conference on ICMMS 2008;AH;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Sieber, Patrik;"Sieber, Patrik; Krökov·, Martina";P(CG712-030-520);0;2010
Vysok· ökola ekonomick· v Praze / Fakulta podnikohospod·¯sk·;orjk:31130;Public Procurement and SME;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31130/10:00036225!RIV11-MSM-31130___;vg.AYj4LIa4h2u.14qXHetptEDs=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31130%2F10%3A00036225!RIV11-MSM-31130___;The Impact of EU Cohesion Policy on Small and Medium Enterprises in Visegrad Countries: Integration of a Social-Market Economy?;AE;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;ävecov·, Lenka;ävecov·, Lenka;S;0;2010
Vysok· ökola ekonomick· v Praze / Fakulta mezin·rodnÌch vztah˘;orjk:31120;Public promotion of Foreign trade of the Czech Republic - economic diplomacy;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31120/10:00034930!RIV11-MSM-31120___;ygeWmCfKWM0rN5SqcJqm9JB5HHw=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31120%2F10%3A00034930!RIV11-MSM-31120___;Trendy v mezin·rodnÌm podnik·nÌ;AH;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Stiegler, Pavel;Stiegler, Pavel;S;0;2010
Vysok· ökola ekonomick· v Praze / Fakulta managementu v Jind¯ichovÏ Hradci;orjk:31160;The Quality of Regional Programme Documents from the point of view of the Link Between their Main Parts;D;neu;0,00;0,00;0,75;0,00;0,00;RIV/61384399:31160/10:00034884!RIV11-MSM-31160___;ScisKdqoixMKN6KP5SyktSa!.68=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31160%2F10%3A00034884!RIV11-MSM-31160___;Infusing Research and Knowledge in South-East Europe;AH;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Luötick˝, Martin;"Luötick˝, Martin; Kincl, Tom·ö; Musil, Martin";S;0;2010
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;Quo vadis programov·nÌ?;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31140/10:00034349!RIV11-MSM-31140___;bvkM0kP7IiEfwsEtNZDU0m9QA4U=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F10%3A00034349!RIV11-MSM-31140___;Tvorba softwaru 2010;AE;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Pecinovsk˝, Rudolf;Pecinovsk˝, Rudolf;S;0;2010
Vysok· ökola ekonomick· v Praze / Fakulta podnikohospod·¯sk·;orjk:31130;Racionalizace krizÌ - z·kladnÌ pouËenÌ z let 2007 aû 2010;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31130/10:00035391!RIV11-MSM-31130___;aRRYT5rYWHNQIIQ!BqkTzcwMgck=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31130%2F10%3A00035391!RIV11-MSM-31130___;Nov· teorie ekonomiky a managementu organizacÌ;AE;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Kislingerov·, Eva;Kislingerov·, Eva;Z(MSM6138439905);0;2010
Vysok· ökola ekonomick· v Praze / Fakulta podnikohospod·¯sk·;orjk:31130;RafinÈrsk˝ pr˘mysl v »eskÈ republice a energetick· bezpeËnost v oblasti dod·vek ropy;J;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31130/10:00035941!RIV11-MSM-31130___;i31.tUAHRfSstTFKpQAqcT8zsQA=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31130%2F10%3A00035941!RIV11-MSM-31130___;Ekonomika a management;AH;1;»l·nek v Ëasopise m· ISSN, ale to nespad· do û·dnÈ bodovanÈ kategorie.;Nowak, Ond¯ej;"Nowak, Ond¯ej; Hnilica, Ji¯Ì";Z(MSM6138439905);0;2010
Vysok· ökola ekonomick· v Praze / Fakulta managementu v Jind¯ichovÏ Hradci;orjk:31160;Range Video Segmentation;D;neu;0,00;0,00;0,17;0,00;0,00;RIV/61384399:31160/10:00036190!RIV11-MSM-31160___;2BY0AyF2-ED9mr+8FAmmzA59IvA=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31160%2F10%3A00036190!RIV11-MSM-31160___;10th International Conference on Information Sciences, Signal Processing and their Applications;BD;3;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Haindl, Michal;Haindl, Michal;P(1M0572), P(2C06019), P(GA102/08/0593), Z(AV0Z10750506);0;2010
Vysok· ökola ekonomick· v Praze / Fakulta mezin·rodnÌch vztah˘;orjk:31120;Razvitie ritejla v stranach centralnoj i vostoËnoj Evropy: uslovija i puti vychoda iz krizisa;J;neu;0,00;0,00;0,33;0,00;0,00;RIV/61384399:31120/10:00035138!RIV11-MSM-31120___;6D3Ae!tfn8Pz9.JH!BBJMx+iCXM=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31120%2F10%3A00035138!RIV11-MSM-31120___;Vestnik UGTU - UPI. Serija ekonomika i upravlenie;AH;1;»l·nek v Ëasopise m· ISSN, ale to nespad· do û·dnÈ bodovanÈ kategorie.;Kaöpar, V·clav;Kaöpar, V·clav;I;0;2010
Vysok· ökola ekonomick· v Praze / Fakulta podnikohospod·¯sk·;orjk:31130;R&D programmes as support tool for innovation activities of SMEs in the Czech Republic;J;Jrec;10,00;10,80;1,00;10,00;10,80;RIV/61384399:31130/10:00036961!RIV12-MSM-31130___;2HfhFQN9t+L+QzVq21-eGs10vu0=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31130%2F10%3A00036961!RIV12-MSM-31130___;Acta Universitatis Bohemiae Meridionales;AE;1;"J_neimp Ël·nek v recenzovanÈm Ëasopise, datab·ze ""Seznam recenzovan˝ch periodik"", I. kategorie (obory NRRE)";Proch·zka, Luk·ö;Proch·zka, Luk·ö;S;0;2010
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;Reaguje vyhled·v·nÌ 2.0 na pot¯eby uûivatel˘ nebo tomu je naopak?;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31140/10:00034214!RIV11-MSM-31140___;.x!GKVGeQI7A.0m1HGjPDxcp5dQ=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F10%3A00034214!RIV11-MSM-31140___;Inforum 2010;IN;3;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Chud·n, David;"Chud·n, David; Sklen·k, VilÈm";Z(MSM6138439910);0;2010
Vysok· ökola ekonomick· v Praze / Fakulta managementu v Jind¯ichovÏ Hradci;orjk:31160;Realistic Material Appearance Modelling;J;neu;0,00;0,00;0,17;0,00;0,00;RIV/61384399:31160/10:00036193!RIV11-MSM-31160___;-abR69fiSfGDPiImxqWnyVHY74w=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31160%2F10%3A00036193!RIV11-MSM-31160___;ERCIM News;BD;3;»l·nek v Ëasopise m· ISSN, ale to nespad· do û·dnÈ bodovanÈ kategorie.;Haindl, Michal;Haindl, Michal;P(1M0572), P(2C06019), P(GA102/08/0593), Z(AV0Z10750506);0;2010
Vysok· ökola ekonomick· v Praze / Fakulta podnikohospod·¯sk·;orjk:31130;Realizace v˝zkumu spokojenosti z·kaznÌk˘ ve vybranÈ FMCG firmÏ;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31130/10:00038464!RIV12-MSM-31130___;ymBLr0mk!BLCTziab8uQejCaNyw=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31130%2F10%3A00038464!RIV12-MSM-31130___;SbornÌk p¯ÌspÏvk˘ II. Mezin·rodnÌ konference doktorand˘ a mlad˝ch vÏdeck˝ch pracovnÌk˘;AE;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;T˘mov·, Miluöe;T˘mov·, Miluöe;I;0;2010
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;Recent Change in the IS Audit Environment;D;D;8,00;8,07;1,00;8,00;8,07;RIV/61384399:31140/10:00034456!RIV11-GA0-31140___;Is1NM30yIJPmP!!JQkjzZZ8y3+g=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F10%3A00034456!RIV11-GA0-31140___;IDIMT-2010 Information Technology - Human Values, Innovation and Economy;IN;3;Ël·nek ve sbornÌku evidovanÈm v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters (dohled·no podle ISBN);Svat·, Vlasta;Svat·, Vlasta;P(GA201/06/0175);0;2010
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;Reference model for measuring and analysing costs - particularly in business informatics;J;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31140/10:00034347!RIV11-GA0-31140___;HSRLR7n6!!QQoAe9CyXkQ-VNF10=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F10%3A00034347!RIV11-GA0-31140___;Journal of Systems Integration;IN;3;»l·nek v Ëasopise m· ISSN, ale to nespad· do û·dnÈ bodovanÈ kategorie.;Maryöka, Miloö;Maryöka, Miloö;P(GA201/08/0663), P(GAP403/10/0092);0;2010
Vysok· ökola ekonomick· v Praze / Fakulta financÌ a ˙ËetnictvÌ;orjk:31110;Reforma Mezin·rodnÌho mÏnovÈho fondu je nevyhnuteln·;J;Jrec;4,00;4,32;1,00;4,00;4,32;RIV/61384399:31110/10:00035328!RIV11-MSM-31110___;r+Yb7qIpobYIbs-5VPUb8iKJ67U=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31110%2F10%3A00035328!RIV11-MSM-31110___;»esk˝ finanËnÌ a ˙ËetnÌ Ëasopis;AH;1;"J_neimp Ël·nek v recenzovanÈm Ëasopise, datab·ze ""Seznam recenzovan˝ch periodik"", II. kategorie (ostatnÌ obory)";Markov·, Jana;Markov·, Jana;S;0;2010
Vysok· ökola ekonomick· v Praze / Fakulta n·rodohospod·¯sk·;orjk:31150;Reformy systÈmu soci·lnÌ ochrany;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31150/10:00033479!RIV11-GA0-31150___;iWzM!VbvL7!YXz-cdQY-Bs0wK6c=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31150%2F10%3A00033479!RIV11-GA0-31150___;BÌl· mÌsta teorie a ËernÈ dÌry reforem ve ve¯ejnÈm sektoru II;AH;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Kot˝nkov·, Magdalena;Kot˝nkov·, Magdalena;P(GA403/07/0714);0;2010
